,apartment_number,Rooms,total_area,house_number,residents_number,owner_name
2794,99,2.0,41.26896291426925,9,8,Орлов Орест Викентьевич
2795,148,3.0,95.82969690156024,8,10,Туров Моисей Филиппович
2796,27,1.0,41.23489724260048,12,0,Семен Филатович Муравьев
2797,109,3.0,71.32136262026741,14,6,Тамара Дмитриевна Гуляева
2798,6,2.0,62.57637988113967,7,0,Яков Ефстафьевич Маслов
2799,8,3.0,64.05808660786145,5,5,Зоя Александровна Игнатова
2800,29,2.0,43.954938953276425,3,0,Мишин Дорофей Григорьевич
2801,27,1.0,54.14906790682125,9,0,Октябрина Валериевна Никитина
2802,1,2.0,64.10761275681037,16,1,Мстислав Иосифович Ермаков
2803,53,1.0,38.91995218890855,2,3,Лыткина Кира Игоревна
2804,1,1.0,37.42581837500241,11,1,Лукия Игоревна Попова
2805,28,2.0,48.32872049596113,4,0,Фомичева Нина Сергеевна
2806,107,2.0,36.98221062767918,6,3,Сигизмунд Фёдорович Шилов
2807,45,2.0,61.23784822265034,16,2,Екатерина Игоревна Блинова
2808,138,1.0,38.89917561819314,14,2,Ерофей Давидович Субботин
2809,6,1.0,40.244128677716525,8,0,Селиверстов Гаврила Гордеевич
2810,100,4.0,82.36822422414565,3,0,г-жа Белякова Лукия Максимовна
2811,9,1.0,38.697608818943365,22,1,Наталья Оскаровна Савина
2812,8,1.0,41.29202989478887,6,5,Потап Феодосьевич Белов
2813,30,1.0,35.30238045201732,7,23,Аксенов Панфил Тарасович
2814,46,2.0,36.93511480160419,9,1,Колесников Олимпий Харлампович
2815,17,1.0,34.827112056255594,2,4,Александрова Фаина Аркадьевна
2816,5,2.0,44.40897700467538,2,5,Глеб Юлианович Котов
2817,27,1.0,42.166373915365845,14,0,Громова Октябрина Валентиновна
2818,165,1.0,35.68470941049266,2,5,Александр Богданович Дементьев
2819,37,2.0,55.70015620445888,6,3,Доронин Кирилл Герасимович
2820,42,2.0,63.503213439657166,6,0,Беляев Аким Архипович
2821,23,1.0,42.90168338731896,18,2,Алина Егоровна Симонова
2822,62,1.0,43.20868171510765,12,0,Некрасова Нинель Робертовна
2823,8,3.0,74.33681435745468,4,5,Абрамов Эрнст Власович
2824,62,1.0,44.58521327203032,7,0,Самсон Харламович Данилов
2825,1,2.0,64.57154470482998,16,1,Дарья Степановна Рогова
2826,79,3.0,69.25043438508207,5,5,Лора Михайловна Нестерова
2827,6,2.0,52.20965224820481,17,0,Матвей Филатович Анисимов
2828,25,2.0,57.80323646443474,24,11,Панова Элеонора Макаровна
2829,74,1.0,50.2311774771604,4,2,Коновалов Владлен Чеславович
2830,6,1.0,41.41594392855211,5,0,Харитон Алексеевич Логинов
2831,7,3.0,77.9007485244746,9,9,Тамара Рубеновна Красильникова
2832,27,1.0,39.28749285194115,9,4,Ростислав Ааронович Коновалов
2833,36,3.0,59.30947397270295,3,0,Игнатьева Дарья Владиславовна
2834,2,1.0,31.356223232942188,2,6,Азарий Бенедиктович Фролов
2835,34,3.0,89.12596459420692,8,11,Тит Фролович Тимофеев
2836,61,3.0,77.36714707903236,6,9,Лидия Захаровна Рогова
2837,5,2.0,79.02525020642375,11,5,Гришин Аггей Евсеевич
2838,7,2.0,47.95808565842809,6,9,Александра Викторовна Миронова
2839,17,2.0,100.75199855228544,12,1,Ширяев Алексей Елизарович
2840,100,1.0,37.81037401269391,10,0,Федотов Стоян Ааронович
2841,60,2.0,62.27612929808102,10,11,Ефимов Юлий Адрианович
2842,6,1.0,39.14532230041405,8,0,Виталий Харламович Денисов
2843,66,2.0,44.13507661453556,2,3,Симонов Панфил Еремеевич
2844,134,2.0,57.13926418546019,8,8,Митофан Ааронович Меркушев
2845,94,2.0,44.980454246484925,8,9,Шилов Сидор Григорьевич
2846,23,1.0,46.11974507328894,2,2,Федосий Чеславович Киселев
2847,3,2.0,49.11940562542876,8,3,Комарова Маргарита Никифоровна
2848,48,3.0,86.05978897089304,27,10,Алла Васильевна Карпова
2849,27,2.0,60.01307659647284,8,1,Шарова Алевтина Вениаминовна
2850,18,1.0,40.22708605262212,8,5,Дарья Антоновна Мухина
2851,85,1.0,41.87657497246192,6,7,Федотов Мариан Архипович
2852,67,2.0,50.92721328760823,6,6,Степанова Людмила Богдановна
2853,0,2.0,48.662367889672254,5,8,Кудряшова Прасковья Геннадьевна
2854,59,2.0,74.4829811074544,14,5,Беспалов Михей Алексеевич
2855,52,2.0,61.06147763638469,4,5,Моисеев Арсений Венедиктович
2856,88,1.0,44.556478064609415,9,9,Екатерина Захаровна Русакова
2857,100,4.0,104.76902158523696,4,0,Филимон Брониславович Никифоров
2858,1,3.0,87.84414357626336,2,1,Носков Доброслав Владленович
2859,27,2.0,55.29359620262454,7,0,Тамара Харитоновна Шилова
2860,1,1.0,44.20441793096206,6,1,Евсеев Ратмир Харламович
2861,37,2.0,48.22805450063131,5,3,Марфа Яковлевна Мясникова
2862,51,2.0,53.13597275471596,11,8,Элеонора Дмитриевна Дмитриева
2863,23,1.0,42.523810424419736,2,2,Логинов Аристарх Юльевич
2864,1,3.0,83.65077252278202,18,1,Некрасова Елизавета Даниловна
2865,130,4.0,78.11088691333859,5,11,Святослав Гертрудович Пахомов
2866,44,4.0,103.3571253543642,15,1,Агата Тимуровна Некрасова
2867,1,2.0,54.83116009034747,17,1,Михей Ермилович Сафонов
2868,11,1.0,32.10180429213698,11,1,Татьяна Рубеновна Захарова
2869,94,2.0,42.36240216437098,13,9,София Семеновна Зайцева
2870,34,3.0,83.59044601487489,16,11,Герасимов Никита Адрианович
2871,126,1.0,39.86170694676967,9,0,Бобров Федор Иосипович
2872,9,3.0,78.56566366572414,4,4,Устинова Антонина Сергеевна
2873,52,2.0,65.4848893020894,15,5,Евстигней Тарасович Куликов
2874,1,2.0,40.86004103830298,4,1,Савельев Адриан Дмитриевич
2875,25,2.0,61.874668978233935,15,11,Станимир Тимурович Агафонов
2876,9,2.0,56.83581067032262,7,4,Субботин Антип Виленович
2877,1,3.0,83.26074270647305,15,1,Фадей Якубович Поляков
2878,187,1.0,40.5222992744156,4,4,Будимир Геннадиевич Назаров
2879,9,1.0,43.591764157150735,6,4,Арефий Демидович Исаев
2880,10,1.0,38.21350640352911,8,6,Артем Харламович Галкин
2881,23,1.0,148.17902587358438,1,0,Агафья Яковлевна Кириллова
2882,52,1.0,42.03685098204588,12,5,Галина Харитоновна Федотова
2883,45,2.0,51.767198242506815,9,2,Сысоева Синклитикия Оскаровна
2884,27,1.0,39.63983934814351,6,1,Петухова Таисия Дмитриевна
2885,87,1.0,35.741365570777845,11,6,Анжелика Яковлевна Громова
2886,52,2.0,54.93797179436879,3,5,Гусева Полина Аркадьевна
2887,27,2.0,58.52109787617265,4,0,Третьякова Ульяна Рудольфовна
2888,46,3.0,58.35147006033073,4,1,Ульяна Сергеевна Орлова
2889,7,1.0,33.715741495465466,2,3,Ангелина Аркадьевна Терентьева
2890,83,4.0,116.7289530611688,15,4,Моисеев Яков Евстигнеевич
2891,46,2.0,47.692764946446594,4,5,Нинель Борисовна Наумова
2892,4,3.0,73.89573747137098,6,0,Егорова Евдокия Николаевна
2893,84,1.0,37.51277228632426,8,6,Светлана Ниловна Соболева
2894,61,1.0,41.86489695503059,2,9,Ковалева Татьяна Вениаминовна
2895,1,2.0,67.27760680674035,10,1,Адам Валентинович Ситников
2896,8,1.0,44.538858297412325,5,4,Радован Игнатович Александров
2897,90,1.0,40.5404345405822,10,3,Филипп Игоревич Кузнецов
2898,58,1.0,37.68642566602421,2,5,Анжела Тарасовна Овчинникова
2899,27,3.0,82.85753362707085,5,0,Суханов Куприян Демьянович
2900,61,2.0,56.559033397305335,6,9,Казимир Августович Богданов
2901,78,1.0,34.108763435613994,3,4,Фома Филиппович Козлов
2902,120,4.0,96.73098524939492,4,3,Котов Елисей Георгиевич
2903,27,1.0,41.72898546772821,11,0,Туров Ермолай Валерианович
2904,1,2.0,65.82218828518782,3,1,Влас Давыдович Силин
2905,30,2.0,92.33892463058496,4,23,Милован Зиновьевич Ефремов
2906,6,1.0,43.61343183013236,3,0,Попов Болеслав Феликсович
2907,1,1.0,53.47263141299295,16,1,Степан Артурович Щербаков
2908,8,3.0,85.3866683369689,8,5,Анисимов Доброслав Ефремович
2909,1,3.0,85.84933953218057,6,1,Кирилл Эдуардович Марков
2910,8,1.0,38.75485789027038,12,5,Андреева Варвара Кузьминична
2911,27,1.0,36.451567452740775,16,0,Ананий Адамович Андреев
2912,11,3.0,63.27642611326346,5,4,Туров Софрон Демидович
2913,128,1.0,40.45384964828328,11,8,Маргарита Юрьевна Воронова
2914,28,2.0,49.43134112412743,3,5,Логинова Феврония Викторовна
2915,168,1.0,46.86822678046732,9,11,Светлана Богдановна Исаева
2916,72,3.0,97.49067390735364,22,0,Людмила Кузьминична Панова
2917,104,3.0,62.08635325539438,9,7,Гришина Клавдия Яковлевна
2918,87,2.0,53.881482600419226,10,6,Вишнякова Иванна Тимуровна
2919,130,1.0,32.836842408858715,3,3,Ксения Геннадьевна Горбунова
2920,38,3.0,90.34856989984762,15,7,Оксана Валериевна Никитина
2921,53,2.0,53.24602467850172,18,10,Воронова Оксана Викторовна
2922,111,2.0,47.28560348036652,3,11,Оксана Олеговна Афанасьева
2923,26,1.0,35.20946272501227,15,2,Горбунова Ия Руслановна
2924,130,2.0,49.27917096558171,2,3,Климент Феофанович Гусев
2925,39,1.0,47.02199965641108,12,2,Ефимов Ираклий Владленович
2926,62,1.0,38.00597485855464,13,0,Кузьмин Бронислав Арсеньевич
2927,111,2.0,53.86063080274344,4,4,Роман Харлампьевич Суворов
2928,21,1.0,39.42480488562265,5,4,Колесников Корнил Устинович
2929,13,3.0,86.95742618438777,14,15,Нина Борисовна Бирюкова
2930,11,3.0,82.7156304109094,4,2,Евфросиния Аркадьевна Филатова
2931,208,2.0,53.121382789700895,7,4,Конон Архипович Самойлов
2932,6,1.0,43.612945391548216,11,0,Соловьев Изот Валерьевич
2933,95,2.0,68.17892106811527,6,11,Анжелика Викторовна Беспалова
2934,85,3.0,105.44359206967128,11,0,Глафира Альбертовна Игнатова
2935,23,2.0,66.79384078575626,19,2,Антонин Харламович Иванов
